Time (s),Root Detector ID,Vehicle ID,Vehicle Type,Speed (m/s),Direction,CO2 Emission (mg)
954.0,42435707_42435710_420890025#1,veh_84,car_cautious,14.11444976232946,Up,8035.231641654105
954.0,42435710_42431556_E2,veh_41015,truck_cautious,6.799187434874474,Up,22763.435797468752
954.0,42437363_42439972_167922070#1,veh_376,bus_cautious,7.704965801211075,Down,19677.368794338505
954.0,42437368_42445001_525729009#1,veh_606,car_normal,7.671071534606989,Down,0.0
954.0,42437368_42445001_525729009#1,veh_42,car_normal,12.820565740790723,Down,5998.5519191448
954.0,42437368_42445001_525729009#1,veh_603,car_cautious,9.858747322104112,Down,0.0
954.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,9.100302511401878,Down,0.0
954.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,12.394859163954205,Down,1521.4543050065192
954.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,8.653654527628735,Down,5567.265153927863
954.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,10.402046800682838,Down,2308.52870166364
954.0,42440004_42428310_1059314985#1,veh_407,car_cautious,10.377723298445005,Left,6148.633337438515
954.0,42440020_42428321_499172074#6,veh_112,car_normal,12.732893466371783,Left,2053.648171930591
954.0,42440020_42428321_499172074#6,veh_236,car_cautious,10.6313333545674,Left,5706.606156859798
954.0,42440153_42445928_5673497#1,veh_41649,car_normal,17.691021991940215,Right,14197.055209755226
954.0,42440452_42430361_46538335#2,veh_1494,car_normal,11.675447890173178,Left,6671.902499942808
954.0,42440452_42430361_46538335#2,veh_345,car_cautious,11.750341356600316,Left,1990.6277141880635
954.0,42443534_42443532_5671115#5,veh_673,car_normal,9.543267855850466,Right,3556.440471411327
954.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.135560364392163,Right,3037.6296435405957
954.0,42443561_42435671_226041027#1,veh_965,car_cautious,11.604599656853829,Right,7118.221629847205
954.0,42445025_42440163_1025734018#1,veh_1496,motorcycle_cautious,12.256736275528194,Down,5747.882481409356
954.0,42445025_42440163_1025734018#1,veh_567,car_cautious,11.335900270681238,Down,7153.849018572563
954.0,42446363_42445027_965833822#4,veh_690,car_cautious,10.16901713741213,Right,4387.930324884957
954.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
955.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
955.0,42430344_42430347_464516471#4,veh_1010,car_cautious,5.755348852643257,Up,0.0
955.0,42430347_42434072_46522000#1,veh_733,car_aggressive,25.118705669846445,Right,5068.910922811344
955.0,42430361_42440004_569345538#1,veh_325,car_cautious,5.581917274977982,Left,3706.246174682597
955.0,42430367_42430371_569345537#8,veh_791,car_cautious,1.9396010597835422,Up,0.0
955.0,42430375_42430378_541350711#1,veh_1008,truck_cautious,6.367730823755264,Up,16508.06384614466
955.0,42432585_42439996_569345540#4,veh_608,truck_cautious,0.0,Down,7380.555555555556
955.0,42432589_42432594_1320234484#11,veh_805,motorcycle_normal,9.39504604958078,Left,0.0
955.0,42432589_42432594_1320234484#11,veh_811,car_aggressive,11.36017992063977,Left,0.0
955.0,42432594_42432598_46443656#1,veh_640,truck_normal,0.0,Down,7380.555555555556
955.0,42432693_42430344_5670124,veh_1105,car_cautious,16.77935021698475,Left,11716.643021565107
955.0,42432700_42435675_194926851#1,veh_1215,car_aggressive,9.476489741293669,Up,2022.822196430451
955.0,42432700_42435675_194926851#1,veh_1216,car_cautious,10.55658805496858,Up,2842.941474196727
955.0,42434072_42434074_5670225#1,veh_1510,truck_cautious,7.315421670265495,Right,24488.943873612134
955.0,42435663_42437368_reverse_-1321771943#1,veh_936,car_normal,12.865574672284819,Right,3833.3735359548286
955.0,42435671_42432700_1198594029#0,veh_875,car_normal,10.508674961844138,Up,0.0
955.0,42435677_42435680_1027189507#1,veh_1203,car_cautious,5.888464118865274,Up,0.0
955.0,42435677_42435680_1027189507#1,veh_738,bus_cautious,8.45534230498597,Up,19323.872917043667
955.0,42435680_42432589_420907903#0,veh_663,car_cautious,12.31346358628264,Up,0.0
955.0,42435687_42435702_1027189509#0,veh_647,truck_cautious,5.053084995411337,Up,15589.303741268504
955.0,42435710_42431556_E2,veh_41015,truck_cautious,7.435086546130478,Up,20294.107371492802
955.0,42437363_42439972_167922070#1,veh_376,bus_cautious,8.659975907485933,Down,25147.983408270196
955.0,42437368_42445001_525729009#1,veh_606,car_normal,3.1710715346069893,Down,0.0
955.0,42437368_42445001_525729009#1,veh_42,car_normal,9.162021401972876,Down,0.0
955.0,42437368_42445001_525729009#1,veh_603,car_cautious,5.808747322104112,Down,0.0
955.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,5.807157438126796,Down,0.0
955.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,12.865574672284819,Down,3833.3735359548286
955.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,8.628964307622969,Down,0.0
955.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,5.4520468006828375,Down,0.0
955.0,42440004_42428310_1059314985#1,veh_407,car_cautious,11.768720483568073,Left,6452.157918416423
955.0,42440020_42428321_499172074#6,veh_112,car_normal,12.113489346443416,Left,0.0
955.0,42440020_42428321_499172074#6,veh_236,car_cautious,11.708222256754746,Left,5468.281597150167
955.0,42440153_42445928_5673497#1,veh_41649,car_normal,19.349171012756415,Right,11416.311609296912
955.0,42440452_42430361_46538335#2,veh_1457,bus_normal,11.282296209527932,Left,26682.74676420197
955.0,42440452_42430361_46538335#2,veh_1494,car_normal,11.802264551213527,Left,2576.9779671777355
955.0,42440452_42430361_46538335#2,veh_345,car_cautious,11.344741022790462,Left,0.0
955.0,42443534_42443532_5671115#5,veh_673,car_normal,9.005178001813077,Right,0.0
955.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.695700307846579,Right,4319.853557778416
955.0,42443561_42435671_226041027#1,veh_965,car_cautious,12.401878002403349,Right,4800.3667027417705
955.0,42445025_42440163_1025734018#1,veh_1496,motorcycle_cautious,8.83904112166347,Down,0.0
955.0,42445025_42440163_1025734018#1,veh_567,car_cautious,13.353207409478134,Down,9313.57623525106
955.0,42446363_42445027_965833822#4,veh_690,car_cautious,10.004442915350348,Right,1683.1627110922227
955.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
956.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
956.0,42430344_42430347_464516471#4,veh_1010,car_cautious,3.080535168194655,Up,0.0
956.0,42430347_42434072_46522000#1,veh_733,car_aggressive,23.86180516528903,Right,0.0
956.0,42430361_42440004_569345538#1,veh_325,car_cautious,7.508890922620863,Left,5864.753023673442
956.0,42430367_42430371_569345537#8,veh_791,car_cautious,0.36180140586110165,Up,2430.004455507474
956.0,42430375_42430378_541350711#1,veh_1008,truck_cautious,7.029687501378357,Up,19950.037990061654
956.0,42432585_42439996_569345540#4,veh_608,truck_cautious,0.0,Down,7380.555555555556
956.0,42432589_42432594_1320234484#11,veh_805,motorcycle_normal,9.297493594317567,Left,0.0
956.0,42432589_42432594_1320234484#11,veh_811,car_aggressive,12.168573908233942,Left,4772.410674092427
956.0,42432594_42432598_46443656#1,veh_640,truck_normal,0.0,Down,7380.555555555556
956.0,42432693_42430344_5670124,veh_1105,car_cautious,18.288525718878958,Left,10071.931959647254
956.0,42432700_42435675_194926851#1,veh_1215,car_aggressive,7.8464308942035625,Up,0.0
956.0,42432700_42435675_194926851#1,veh_1216,car_cautious,6.506588054968581,Up,0.0
956.0,42434072_42434074_5670225#1,veh_1510,truck_cautious,7.8671070065349324,Right,19742.24009407855
956.0,42435663_42437368_reverse_-1321771943#1,veh_936,car_normal,12.372184716376758,Right,0.0
956.0,42435671_42432700_1198594029#0,veh_875,car_normal,10.898483624661951,Up,3250.4392736158325
956.0,42435677_42435680_1027189507#1,veh_1203,car_cautious,1.9068671734528204,Up,0.0
956.0,42435677_42435680_1027189507#1,veh_738,bus_cautious,9.259287565760314,Up,24006.707342517748
956.0,42435687_42435702_1027189509#0,veh_647,truck_cautious,5.551812686473132,Up,15526.294095169704
956.0,42435710_42431556_E2,veh_41015,truck_cautious,8.220836389772595,Up,24080.193370935627
956.0,42435710_42431556_E2,veh_84,car_cautious,15.140090050011963,Up,2649.040808815981
956.0,42437363_42439972_167922070#1,veh_376,bus_cautious,9.493414019839838,Down,24983.657730499144
956.0,42437368_42445001_525729009#1,veh_606,car_normal,0.39391091046260207,Down,2289.673024392996
956.0,42437368_42445001_525729009#1,veh_603,car_cautious,1.7587473221041119,Down,0.0
956.0,42437368_42445001_525729009#1,veh_42,car_normal,6.3622062970827296,Down,0.0
956.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,1.6071574381267961,Down,0.0
956.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,12.372184716376758,Down,0.0
956.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,8.773810016594812,Left,2289.4996931585465
956.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,1.2053316387083606,Down,0.0
956.0,42440004_42440001_588157337#1,veh_343,bus_normal,6.8243293498223645,Left,7231.02314307125
956.0,42440004_42428310_1059314985#1,veh_407,car_cautious,12.186757177349687,Left,3537.318702370554
956.0,42440020_42428321_499172074#6,veh_112,car_normal,12.37966837212883,Left,3080.472237052551
956.0,42440020_42428321_499172074#6,veh_236,car_cautious,13.589667796869984,Left,8975.976177198136
956.0,42440153_42445928_5673497#1,veh_41649,car_normal,19.478010027515687,Right,3729.834686995802
956.0,42440452_42430361_46538335#2,veh_1457,bus_normal,11.654392889320679,Left,19796.885633705733
956.0,42440452_42430361_46538335#2,veh_1494,car_normal,12.04281786559608,Left,2955.783510698336
956.0,42440452_42430361_46538335#2,veh_345,car_cautious,11.32595598956445,Left,2106.697034871074
956.0,42443534_42443532_5671115#5,veh_673,car_normal,9.190253793319172,Right,2538.670033787299
956.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.18589822136289,Right,0.0
956.0,42443561_42435671_226041027#1,veh_965,car_cautious,12.49343068333906,Right,2527.1255785044987
956.0,42445025_42440163_1025734018#1,veh_567,car_cautious,9.355490920061417,Down,0.0
956.0,42446363_42445027_965833822#4,veh_690,car_cautious,10.304436616741269,Right,2927.0356962286837
956.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
957.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
957.0,42430344_42430347_464516471#4,veh_1010,car_cautious,0.22197750374090347,Up,2430.9051898339812
957.0,42430347_42434072_46522000#1,veh_733,car_aggressive,24.317920193253144,Right,7002.912244271658
957.0,42430367_42430371_569345537#8,veh_791,car_cautious,0.1095535511997896,Up,2603.39843285499
957.0,42430375_42430378_541350711#1,veh_1008,truck_cautious,7.846727298796176,Up,23802.826404910134
957.0,42432585_42439996_569345540#4,veh_608,truck_cautious,0.0,Down,7380.555555555556
957.0,42432589_42435684_420907906#1,veh_663,car_cautious,11.97775760698384,Up,1575.154533837435
957.0,42432589_42432594_1320234484#11,veh_805,motorcycle_normal,8.815368884793353,Left,0.0
957.0,42432589_42432594_1320234484#11,veh_811,car_aggressive,11.587629420809375,Left,0.0
957.0,42432594_42432598_46443656#1,veh_640,truck_normal,0.0,Down,7380.555555555556
957.0,42432693_42430344_5670124,veh_1105,car_cautious,19.625310718826952,Left,9940.331137419793
957.0,42432700_42435675_194926851#1,veh_1215,car_aggressive,2.8964308942035624,Up,0.0
957.0,42432700_42435675_194926851#1,veh_1216,car_cautious,2.929090075100379,Up,0.0
957.0,42434072_42434074_5670225#1,veh_1510,truck_cautious,8.467021708376704,Right,21487.5461059843
957.0,42435660_42435663_420907902#0,veh_1325,truck_cautious,8.603916167803108,Unknown,21339.912500439557
957.0,42435663_42437368_reverse_-1321771943#1,veh_936,car_normal,12.610334135710545,Right,3019.6619765368246
957.0,42435671_42432700_1198594029#0,veh_875,car_normal,10.82067116908542,Up,1920.3955951406394
957.0,42435677_42435680_1027189507#1,veh_1203,car_cautious,0.5426138460530363,Up,0.0
957.0,42435677_42435680_1027189507#1,veh_738,bus_cautious,9.165802500275895,Up,9022.917644176328
957.0,42435687_42435702_1027189509#0,veh_647,truck_cautious,6.424990622028709,Up,21536.25029310013
957.0,42435710_42431556_E2,veh_41015,truck_cautious,8.885107738561928,Up,23308.05907979296
957.0,42435710_42431556_E2,veh_84,car_cautious,15.051676200632095,Up,2103.3188344361424
957.0,42437363_42439972_167922070#1,veh_376,bus_cautious,10.343586365785448,Down,27058.975227419847
957.0,42437368_42445001_525729009#1,veh_606,car_normal,0.20037643613249356,Down,2588.9299750492637
957.0,42437368_42445001_525729009#1,veh_603,car_cautious,0.10373912438396689,Down,2566.5929252763417
957.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,0.12410371297451289,Down,1190.789774737971
957.0,42437368_42445001_525729009#1,veh_42,car_normal,4.301729933616652,Down,0.0
957.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,12.610334135710545,Down,3019.6619765368246
957.0,42440001_42430358_420908138#2,veh_960,car_cautious,18.97642686791718,Right,12268.480989829372
957.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,8.412914957988992,Down,0.0
957.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,0.28021725325044144,Down,2521.407023891528
957.0,42440004_42440001_588157337#1,veh_343,bus_normal,7.874562819981946,Down,24695.293562954805
957.0,42440004_42428310_1059314985#1,veh_407,car_cautious,11.826541757837445,Left,0.0
957.0,42440020_42428321_499172074#6,veh_112,car_normal,12.388714835913591,Left,2251.3204479210835
957.0,42440020_42428321_499172074#6,veh_236,car_cautious,13.565436918681563,Left,2223.4904787127307
957.0,42440153_42445928_5673497#1,veh_41649,car_normal,14.978010027515687,Right,0.0
957.0,42440452_42430361_46538335#2,veh_1457,bus_normal,12.176919010098729,Left,23742.11466626118
957.0,42440452_42430361_46538335#2,veh_1494,car_normal,11.855505068579536,Left,1610.9522026610655
957.0,42440452_42430361_46538335#2,veh_345,car_cautious,10.838032622317463,Left,0.0
957.0,42443534_42443532_5671115#5,veh_673,car_normal,9.069403535278,Right,1807.9606152064234
957.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.411670228712769,Right,3085.8536394850175
957.0,42443561_42435671_226041027#1,veh_965,car_cautious,11.722508720202416,Right,0.0
957.0,42445025_42440163_1025734018#1,veh_567,car_cautious,6.877067467525775,Down,0.0
957.0,42446363_42445027_965833822#4,veh_690,car_cautious,9.86485103079319,Right,0.0
957.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
958.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
958.0,42430344_42430347_464516471#4,veh_1010,car_cautious,0.01900548355528494,Up,2621.253553334104
958.0,42430347_42434072_46522000#1,veh_733,car_aggressive,23.82155671934603,Right,0.0
958.0,42430367_42430371_569345537#8,veh_791,car_cautious,0.01181252233637584,Up,2622.889685389615
958.0,42430375_42430378_541350711#1,veh_1008,truck_cautious,8.443091412484645,Up,21388.75229064368
958.0,42432585_42439996_569345540#4,veh_608,truck_cautious,0.0,Down,7380.555555555556
958.0,42432589_42435684_420907906#1,veh_663,car_cautious,12.694605999861567,Up,4614.7431074526885
958.0,42432589_42432594_1320234484#11,veh_805,motorcycle_normal,9.17089249237055,Left,2840.675418340683
958.0,42432589_42432594_1320234484#11,veh_811,car_aggressive,11.343108576262296,Left,1439.990893580569
958.0,42432594_42432598_46443656#1,veh_640,truck_normal,0.0,Down,7380.555555555556
958.0,42432693_42430344_5670124,veh_1105,car_cautious,21.55868119923398,Left,14340.806620364412
958.0,42432700_42435675_194926851#1,veh_1215,car_aggressive,0.29432692187961995,Up,2387.576751379564
958.0,42432700_42435675_194926851#1,veh_1216,car_cautious,0.1986827120859025,Up,2457.845328777808
958.0,42434072_42434074_5670225#1,veh_1510,truck_cautious,9.382055545449255,Right,28823.18989958975
958.0,42435660_42435663_420907902#0,veh_1325,truck_cautious,9.481658983714878,Up,28355.85038940731
958.0,42435663_42437368_reverse_-1321771943#1,veh_936,car_normal,12.8800262854456,Right,3161.2778425142437
958.0,42435671_42432700_1198594029#0,veh_875,car_normal,6.32067116908542,Up,0.0
958.0,42435677_42435680_1027189507#1,veh_1203,car_cautious,0.259530290854753,Up,2572.4260552630253
958.0,42435677_42435680_1027189507#1,veh_738,bus_cautious,6.4658025002758945,Up,0.0
958.0,42435687_42435702_1027189509#0,veh_647,truck_cautious,7.061692767217756,Up,19656.728547432624
958.0,42435710_42431556_E2,veh_41015,truck_cautious,9.242442673435434,Up,18372.649106522524
958.0,42435710_42431556_E2,veh_84,car_cautious,14.773396875918001,Up,1349.527241718771
958.0,42437363_42439972_167922070#1,veh_376,bus_cautious,10.032365072318353,Down,0.0
958.0,42437368_42445001_525729009#1,veh_606,car_normal,0.0019166949014461834,Down,2624.3744057449926
958.0,42437368_42445001_525729009#1,veh_603,car_cautious,0.02602796278041665,Down,2620.823171192182
958.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,0.03330338668562519,Down,1230.4127012254728
958.0,42437368_42445001_525729009#1,veh_42,car_normal,5.158295215433907,Down,3316.0402185652865
958.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,12.8800262854456,Down,3161.2778425142437
958.0,42440001_42430358_420908138#2,veh_960,car_cautious,20.592371326219293,Right,11955.598684621744
958.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,8.634246891502276,Down,2441.1855177638326
958.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,0.11385945778588584,Down,2605.113331000097
958.0,42440004_42440001_588157337#1,veh_343,bus_normal,8.85918202673085,Down,26076.6656637078
958.0,42440004_42428310_1059314985#1,veh_407,car_cautious,12.169359882019968,Left,3295.7496435491166
958.0,42440020_42428321_499172074#6,veh_112,car_normal,12.373563755377866,Left,2172.2592772679445
958.0,42440020_42428321_499172074#6,veh_236,car_cautious,14.012770783251227,Left,3981.9330321666685
958.0,42440153_42445928_5673497#1,veh_41649,car_normal,10.478010027515687,Right,0.0
958.0,42440452_42430361_46538335#2,veh_1457,bus_normal,11.96077338991005,Left,7523.6299644171495
958.0,42440452_42430361_46538335#2,veh_1494,car_normal,10.57106625547922,Left,0.0
958.0,42440452_42430361_46538335#2,veh_345,car_cautious,11.54653340531388,Left,4305.583705135399
958.0,42443534_42443532_5671115#5,veh_673,car_normal,9.810249509160824,Right,4001.8292198792437
958.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.581649902467193,Right,2912.2998965263287
958.0,42443561_42435671_226041027#1,veh_965,car_cautious,12.445086753523022,Right,4569.838734427722
958.0,42445025_42440163_1025734018#1,veh_567,car_cautious,3.350354151126084,Down,0.0
958.0,42446363_42445027_965833822#4,veh_690,car_cautious,9.634647279709727,Right,1525.173272308094
958.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
959.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
959.0,42430344_42430347_464516471#4,veh_1010,car_cautious,0.008575196903356416,Up,2623.5868531800184
959.0,42430347_42434072_46522000#1,veh_733,car_aggressive,23.943651158353372,Right,4780.455621138905
959.0,42430367_42430371_569345537#8,veh_791,car_cautious,0.005091343614228644,Up,2624.0529039051316
959.0,42430375_42430378_541350711#1,veh_1008,truck_cautious,9.26864704169333,Up,26933.877780913517
959.0,42432585_42439996_569345540#4,veh_608,truck_cautious,0.0,Down,7380.555555555556
959.0,42432589_42435684_420907906#1,veh_663,car_cautious,12.429241836120099,Up,1364.9931617112904
959.0,42432589_42432594_1320234484#11,veh_805,motorcycle_normal,9.900710531478618,Left,3935.014898318853
959.0,42432589_42432594_1320234484#11,veh_811,car_aggressive,11.629729549275638,Left,3046.3686569926736
959.0,42432594_42432598_46443656#1,veh_640,truck_normal,0.0,Down,7380.555555555556
959.0,42432693_42430344_5670124,veh_1105,car_cautious,22.69371873313561,Left,10437.31045591841
959.0,42432700_42435675_194926851#1,veh_1215,car_aggressive,0.0805451107518719,Up,2609.8339809973836
959.0,42432700_42435675_194926851#1,veh_1216,car_cautious,0.023863556803755535,Up,2620.5429450776783
959.0,42434072_42434074_5670225#1,veh_1510,truck_cautious,10.235203476212918,Right,29528.042556444827
959.0,42435660_42435663_420907902#0,veh_1325,truck_cautious,10.323363614156841,Up,29486.610569627468
959.0,42435663_42437368_reverse_-1321771943#1,veh_936,car_normal,12.191740454851931,Right,0.0
959.0,42435677_42435680_1027189507#1,veh_1203,car_cautious,0.06744645382493725,Up,2612.629720614487
959.0,42435677_42435680_1027189507#1,veh_738,bus_cautious,3.7658025002758944,Up,0.0
959.0,42435687_42435702_1027189509#0,veh_647,truck_cautious,7.96642592702061,Up,25426.48382677395
959.0,42435710_42431556_E2,veh_41015,truck_cautious,6.351926353564486,Up,0.0
959.0,42435710_42431556_E2,veh_84,car_cautious,12.45364270757674,Up,0.0
959.0,42437363_42439972_167922070#1,veh_376,bus_cautious,7.125278456308881,Down,0.0
959.0,42437368_42445001_525729009#1,veh_606,car_normal,0.00030474543289949103,Down,2624.68255418294
959.0,42437368_42445001_525729009#1,veh_603,car_cautious,0.0001496480691226503,Down,2624.7017960929356
959.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,0.01622244945882212,Down,1229.796930137754
959.0,42437368_42445001_525729009#1,veh_42,car_normal,0.658295215433907,Down,0.0
959.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,12.191740454851931,Down,0.0
959.0,42440001_42430358_420908138#2,veh_960,car_cautious,22.131734363604338,Right,12478.760678535724
959.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,5.647969721416736,Down,0.0
959.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,0.013993364208149724,Down,2622.5438484352026
959.0,42440004_42440001_588157337#1,veh_343,bus_normal,10.029644946712068,Down,32175.99989064977
959.0,42440004_42440001_588157337#1,veh_325,car_cautious,5.517777650775193,Left,2361.4102003240328
959.0,42440004_42428310_1059314985#1,veh_407,car_cautious,11.273519980900497,Left,0.0
959.0,42440020_42428321_499172074#6,veh_236,car_cautious,14.205601482914837,Left,3079.7064337743277
959.0,42440153_42445928_5673497#1,veh_41649,car_normal,6.3065721591470805,Right,0.0
959.0,42440452_42430361_46538335#2,veh_1457,bus_normal,11.074469519374396,Left,0.0
959.0,42440452_42430361_46538335#2,veh_1494,car_normal,11.278883210086846,Left,4240.913091923838
959.0,42440452_42430361_46538335#2,veh_345,car_cautious,11.005669555104019,Left,0.0
959.0,42443534_42443532_5671115#5,veh_673,car_normal,9.66102947924421,Right,1728.1052010270782
959.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.523555868384006,Right,2100.9107537512846
959.0,42443561_42435671_226041027#1,veh_965,car_cautious,11.653808435468047,Right,0.0
959.0,42445025_42440163_1025734018#1,veh_567,car_cautious,0.9044256338406342,Down,0.0
959.0,42446363_42445027_965833822#4,veh_690,car_cautious,10.229821344234198,Right,3705.9748208995616
959.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
960.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
960.0,42428321_42435710_499172074#10,veh_112,car_normal,13.209126503350884,Left,3656.4948808378335
960.0,42430344_42430347_464516471#4,veh_1010,car_cautious,0.0029647784903741236,Up,2624.333275376366
960.0,42430367_42430371_569345537#8,veh_791,car_cautious,0.0039359863399210954,Up,2624.2104642327627
960.0,42430375_42430378_541350711#1,veh_1008,truck_cautious,10.178191171064972,Up,30532.927327722224
960.0,42432585_42439996_569345540#4,veh_608,truck_cautious,0.0,Down,7380.555555555556
960.0,42432589_42435684_420907906#1,veh_663,car_cautious,12.137454554443686,Up,0.0
960.0,42432589_42432594_1320234484#11,veh_805,motorcycle_normal,9.829515310962089,Left,0.0
960.0,42432589_42432594_1320234484#11,veh_811,car_aggressive,12.296847597515137,Left,4354.589761866184
960.0,42432594_42432598_46443656#1,veh_640,truck_normal,0.0,Down,7380.555555555556
960.0,42432693_42430344_5670124,veh_1105,car_cautious,24.649702089987695,Left,16764.03347734322
960.0,42432700_42435675_194926851#1,veh_1215,car_aggressive,0.05049975687410892,Up,2617.7943929183343
960.0,42432700_42435675_194926851#1,veh_1216,car_cautious,0.022384287251048296,Up,2621.813162945954
960.0,42434072_42434074_5670225#1,veh_1510,truck_cautious,11.115459959954022,Right,32025.058288767097
960.0,42435660_42435663_420907902#0,veh_1325,truck_cautious,11.05404608722776,Up,28639.049651601494
960.0,42435663_42437368_reverse_-1321771943#1,veh_936,car_normal,10.422007817912194,Right,0.0
960.0,42435677_42435680_1027189507#1,veh_1203,car_cautious,0.02269010107469823,Up,2621.5175092861405
960.0,42435677_42435680_1027189507#1,veh_738,bus_cautious,0.9055952829029419,Up,0.0
960.0,42435687_42435702_1027189509#0,veh_647,truck_cautious,5.590660508692261,Up,0.0
960.0,42435710_42431556_E2,veh_41015,truck_cautious,3.351926353564486,Up,0.0
960.0,42435710_42431556_E2,veh_84,car_cautious,8.40364270757674,Up,0.0
960.0,42437363_42439972_167922070#1,veh_376,bus_cautious,4.1252784563088785,Down,0.0
960.0,42437368_42445001_525729009#1,veh_606,car_normal,0.00010755400778483146,Down,2624.7082616521107
960.0,42437368_42445001_525729009#1,veh_603,car_cautious,0.0,Down,2624.722222222222
960.0,42437368_42445001_525729009#1,veh_847,motorcycle_normal,0.002289072129021118,Down,1228.7802933932114
960.0,42437368_42445001_525729009#1,veh_42,car_normal,0.04677183296685146,Down,2611.2151434726397
960.0,42437368_42435663_reverse_-1321771943#1,veh_936,car_normal,10.422007817912194,Down,0.0
960.0,42440001_42430358_420908138#2,veh_960,car_cautious,23.70840513821691,Right,13704.762279453915
960.0,42440004_42440001_588157337#1,veh_1456,motorcycle_cautious,2.140994030610449,Down,0.0
960.0,42440004_42440001_588157337#1,veh_1476,car_aggressive,0.007853545439329312,Down,2623.691139699041
960.0,42440004_42440001_588157337#1,veh_325,car_cautious,7.2365820822769695,Down,5339.107651953416
960.0,42440004_42440001_588157337#1,veh_343,bus_normal,10.952935719523452,Down,29782.071190876602
960.0,42440020_42428321_499172074#6,veh_236,car_cautious,14.132453411689104,Left,2089.420152860857
960.0,42440452_42430361_46538335#2,veh_1457,bus_normal,11.214813959010659,Left,14574.874997798996
960.0,42440452_42430361_46538335#2,veh_1494,car_normal,10.938125466177212,Left,0.0
960.0,42440452_42430361_46538335#2,veh_345,car_cautious,11.703011490682751,Left,4308.697078448581
960.0,42443534_42443532_5671115#5,veh_673,car_normal,9.916255225670941,Right,2769.7122332524023
960.0,42443561_42435671_226041027#1,veh_956,car_cautious,13.52675875667906,Right,2317.2582172924444
960.0,42443561_42435671_226041027#1,veh_965,car_cautious,12.116493139216722,Right,3666.3886551775795
960.0,42445025_42440163_1025734018#1,veh_567,car_cautious,0.23512585291484295,Down,2553.6275931140235
960.0,42446363_42445027_965833822#4,veh_690,car_cautious,9.499314212810397,Right,0.0
960.0,5849918504_42435671_1198594026#1,veh_1213,motorcycle_cautious,0.0,Down,1228.611111111111
961.0,42428310_42435687_226041030#2,veh_407,car_cautious,11.77053745609945,Left,2291.223276737259
961.0,42428312_42428310_812949648#1,veh_99,truck_cautious,0.0,Down,7380.555555555556
961.0,42428321_42435710_499172074#10,veh_112,car_normal,12.665845795445815,Left,0.0
961.0,42430344_42430347_464516471#4,veh_1010,car_cautious,0.0012830510546993675,Up,2624.5551968192462
961.0,42430367_42430371_569345537#8,veh_791,car_cautious,0.00027976723263559107,Up,2624.6856564048
